age,income,occupation,gender,state,category,disability,scheme_id,label
32,671844,farmer,female,Maharashtra,OBC,yes,22,1
65,112902,self_employed,male,Maharashtra,OBC,no,3,1
65,112902,self_employed,male,Maharashtra,OBC,no,4,1
65,112902,self_employed,male,Maharashtra,OBC,no,8,1
65,112902,self_employed,male,Maharashtra,OBC,no,20,0
47,479161,retired,male,Maharashtra,ST,no,4,0
47,479161,retired,male,Maharashtra,ST,no,9,0
47,479161,retired,male,Maharashtra,ST,no,22,0
47,479161,retired,male,Maharashtra,ST,no,24,0
66,146552,retired,male,Maharashtra,OBC,no,3,1
66,146552,retired,male,Maharashtra,OBC,no,9,1
66,146552,retired,male,Maharashtra,OBC,no,14,1
66,146552,retired,male,Maharashtra,OBC,no,20,0
66,146552,retired,male,Maharashtra,OBC,no,21,0
66,146552,retired,male,Maharashtra,OBC,no,25,1
66,146552,retired,male,Maharashtra,OBC,no,27,0
27,912547,retired,female,Maharashtra,ST,yes,15,0
27,912547,retired,female,Maharashtra,ST,yes,21,0
27,912547,retired,female,Maharashtra,ST,yes,24,0
44,340501,government_employee,female,Maharashtra,SC,yes,18,0
44,340501,government_employee,female,Maharashtra,SC,yes,23,1
44,340501,government_employee,female,Maharashtra,SC,yes,24,1
44,340501,government_employee,female,Maharashtra,SC,yes,27,1
37,977011,government_employee,female,Maharashtra,EWS,yes,3,0
37,977011,government_employee,female,Maharashtra,EWS,yes,17,0
37,977011,government_employee,female,Maharashtra,EWS,yes,18,0
37,977011,government_employee,female,Maharashtra,EWS,yes,23,1
25,149332,salaried,female,Maharashtra,SC,no,3,1
25,149332,salaried,female,Maharashtra,SC,no,6,0
25,149332,salaried,female,Maharashtra,SC,no,8,1
25,149332,salaried,female,Maharashtra,SC,no,13,1
25,149332,salaried,female,Maharashtra,SC,no,15,0
25,149332,salaried,female,Maharashtra,SC,no,21,0
25,149332,salaried,female,Maharashtra,SC,no,22,0
25,149332,salaried,female,Maharashtra,SC,no,23,1
41,504880,business,male,Maharashtra,OBC,no,4,1
41,504880,business,male,Maharashtra,OBC,no,10,0
41,504880,business,male,Maharashtra,OBC,no,12,0
34,446919,salaried,male,Maharashtra,OBC,no,8,1
34,446919,salaried,male,Maharashtra,OBC,no,12,0
34,446919,salaried,male,Maharashtra,OBC,no,15,0
34,446919,salaried,male,Maharashtra,OBC,no,18,0
34,446919,salaried,male,Maharashtra,OBC,no,23,1
60,987843,salaried,female,Maharashtra,General,no,7,0
60,987843,salaried,female,Maharashtra,General,no,13,0
60,987843,salaried,female,Maharashtra,General,no,16,0
60,987843,salaried,female,Maharashtra,General,no,22,0
60,987843,salaried,female,Maharashtra,General,no,23,1
60,987843,salaried,female,Maharashtra,General,no,24,1
46,151844,salaried,female,Maharashtra,General,no,3,1
46,151844,salaried,female,Maharashtra,General,no,8,1
46,151844,salaried,female,Maharashtra,General,no,19,0
46,151844,salaried,female,Maharashtra,General,no,23,1
46,151844,salaried,female,Maharashtra,General,no,24,1
46,151844,salaried,female,Maharashtra,General,no,25,0
58,437632,self_employed,female,Maharashtra,EWS,no,4,1
58,437632,self_employed,female,Maharashtra,EWS,no,8,1
58,437632,self_employed,female,Maharashtra,EWS,no,16,0
58,437632,self_employed,female,Maharashtra,EWS,no,24,0
58,437632,self_employed,female,Maharashtra,EWS,no,28,1
29,82975,unemployed,female,Maharashtra,General,no,3,1
29,82975,unemployed,female,Maharashtra,General,no,6,1
29,82975,unemployed,female,Maharashtra,General,no,10,1
29,82975,unemployed,female,Maharashtra,General,no,11,1
29,82975,unemployed,female,Maharashtra,General,no,12,0
29,82975,unemployed,female,Maharashtra,General,no,15,1
29,82975,unemployed,female,Maharashtra,General,no,19,1
29,82975,unemployed,female,Maharashtra,General,no,20,1
29,82975,unemployed,female,Maharashtra,General,no,24,0
29,82975,unemployed,female,Maharashtra,General,no,26,1
67,524520,unemployed,female,Maharashtra,OBC,no,6,0
67,524520,unemployed,female,Maharashtra,OBC,no,15,0
67,524520,unemployed,female,Maharashtra,OBC,no,20,0
67,524520,unemployed,female,Maharashtra,OBC,no,21,0
67,524520,unemployed,female,Maharashtra,OBC,no,27,0
57,570221,unemployed,male,Maharashtra,OBC,no,21,0
57,570221,unemployed,male,Maharashtra,OBC,no,27,0
50,214799,business,male,Maharashtra,General,yes,1,1
50,214799,business,male,Maharashtra,General,yes,3,1
50,214799,business,male,Maharashtra,General,yes,4,1
50,214799,business,male,Maharashtra,General,yes,7,0
50,214799,business,male,Maharashtra,General,yes,11,0
50,214799,business,male,Maharashtra,General,yes,12,1
50,214799,business,male,Maharashtra,General,yes,15,0
50,214799,business,male,Maharashtra,General,yes,16,0
50,214799,business,male,Maharashtra,General,yes,27,1
69,710757,self_employed,male,Maharashtra,EWS,no,4,0
69,710757,self_employed,male,Maharashtra,EWS,no,7,0
69,710757,self_employed,male,Maharashtra,EWS,no,11,0
69,710757,self_employed,male,Maharashtra,EWS,no,18,0
69,710757,self_employed,male,Maharashtra,EWS,no,28,0
49,482002,student,male,Maharashtra,OBC,yes,14,0
49,482002,student,male,Maharashtra,OBC,yes,18,0
49,482002,student,male,Maharashtra,OBC,yes,27,1
52,675022,unemployed,female,Maharashtra,ST,yes,17,0
52,675022,unemployed,female,Maharashtra,ST,yes,19,0
58,73043,student,female,Maharashtra,OBC,no,1,0
58,73043,student,female,Maharashtra,OBC,no,3,1
58,73043,student,female,Maharashtra,OBC,no,10,0
58,73043,student,female,Maharashtra,OBC,no,13,1
24,98588,government_employee,female,Maharashtra,ST,yes,3,1
24,98588,government_employee,female,Maharashtra,ST,yes,6,0
24,98588,government_employee,female,Maharashtra,ST,yes,12,1
24,98588,government_employee,female,Maharashtra,ST,yes,13,1
24,98588,government_employee,female,Maharashtra,ST,yes,18,0
24,98588,government_employee,female,Maharashtra,ST,yes,23,1
24,98588,government_employee,female,Maharashtra,ST,yes,26,0
24,98588,government_employee,female,Maharashtra,ST,yes,27,1
50,528762,government_employee,female,Maharashtra,OBC,no,6,0
50,528762,government_employee,female,Maharashtra,OBC,no,10,0
50,528762,government_employee,female,Maharashtra,OBC,no,12,0
50,528762,government_employee,female,Maharashtra,OBC,no,18,0
50,528762,government_employee,female,Maharashtra,OBC,no,19,0
50,528762,government_employee,female,Maharashtra,OBC,no,23,1
50,528762,government_employee,female,Maharashtra,OBC,no,24,1
28,121134,farmer,female,Maharashtra,OBC,no,2,1
28,121134,farmer,female,Maharashtra,OBC,no,3,1
28,121134,farmer,female,Maharashtra,OBC,no,5,0
28,121134,farmer,female,Maharashtra,OBC,no,7,0
28,121134,farmer,female,Maharashtra,OBC,no,11,0
28,121134,farmer,female,Maharashtra,OBC,no,13,1
28,121134,farmer,female,Maharashtra,OBC,no,14,0
28,121134,farmer,female,Maharashtra,OBC,no,20,0
28,121134,farmer,female,Maharashtra,OBC,no,21,1
28,121134,farmer,female,Maharashtra,OBC,no,22,1
28,121134,farmer,female,Maharashtra,OBC,no,23,0
33,667769,unemployed,female,Maharashtra,ST,yes,4,0
33,667769,unemployed,female,Maharashtra,ST,yes,6,1
33,667769,unemployed,female,Maharashtra,ST,yes,8,0
33,667769,unemployed,female,Maharashtra,ST,yes,10,1
33,667769,unemployed,female,Maharashtra,ST,yes,13,0
33,667769,unemployed,female,Maharashtra,ST,yes,24,0
36,491681,farmer,female,Maharashtra,SC,yes,2,1
36,491681,farmer,female,Maharashtra,SC,yes,7,0
36,491681,farmer,female,Maharashtra,SC,yes,20,0
36,491681,farmer,female,Maharashtra,SC,yes,21,1
36,491681,farmer,female,Maharashtra,SC,yes,22,1
36,491681,farmer,female,Maharashtra,SC,yes,27,1
36,491681,farmer,female,Maharashtra,SC,yes,28,0
23,730552,retired,male,Maharashtra,EWS,yes,13,0
23,730552,retired,male,Maharashtra,EWS,yes,23,0
23,730552,retired,male,Maharashtra,EWS,yes,28,0
33,545374,business,female,Maharashtra,EWS,no,3,0
33,545374,business,female,Maharashtra,EWS,no,4,1
33,545374,business,female,Maharashtra,EWS,no,12,0
33,545374,business,female,Maharashtra,EWS,no,15,0
33,545374,business,female,Maharashtra,EWS,no,19,0
69,704014,unemployed,female,Maharashtra,OBC,yes,12,0
69,704014,unemployed,female,Maharashtra,OBC,yes,20,0
53,917414,unemployed,female,Maharashtra,ST,yes,7,0
53,917414,unemployed,female,Maharashtra,ST,yes,8,0
53,917414,unemployed,female,Maharashtra,ST,yes,26,0
52,997196,salaried,female,Maharashtra,EWS,yes,20,0
52,997196,salaried,female,Maharashtra,EWS,yes,23,1
52,997196,salaried,female,Maharashtra,EWS,yes,24,1
40,455035,farmer,male,Maharashtra,EWS,yes,1,0
40,455035,farmer,male,Maharashtra,EWS,yes,2,1
40,455035,farmer,male,Maharashtra,EWS,yes,10,0
40,455035,farmer,male,Maharashtra,EWS,yes,17,0
40,455035,farmer,male,Maharashtra,EWS,yes,21,1
40,455035,farmer,male,Maharashtra,EWS,yes,22,1
40,455035,farmer,male,Maharashtra,EWS,yes,27,1
34,479236,business,male,Maharashtra,ST,no,2,0
34,479236,business,male,Maharashtra,ST,no,4,1
34,479236,business,male,Maharashtra,ST,no,11,0
34,479236,business,male,Maharashtra,ST,no,16,0
34,479236,business,male,Maharashtra,ST,no,17,0
34,479236,business,male,Maharashtra,ST,no,18,0
34,479236,business,male,Maharashtra,ST,no,21,0
18,681719,business,male,Maharashtra,OBC,no,4,1
18,681719,business,male,Maharashtra,OBC,no,17,0
18,681719,business,male,Maharashtra,OBC,no,26,0
18,681719,business,male,Maharashtra,OBC,no,27,0
60,689466,self_employed,male,Maharashtra,OBC,no,4,1
60,689466,self_employed,male,Maharashtra,OBC,no,17,0
60,689466,self_employed,male,Maharashtra,OBC,no,27,0
20,164256,retired,male,Maharashtra,SC,no,3,1
53,768372,student,male,Maharashtra,General,no,11,0
53,768372,student,male,Maharashtra,General,no,16,0
53,768372,student,male,Maharashtra,General,no,17,0
53,768372,student,male,Maharashtra,General,no,23,0
37,194752,retired,male,Maharashtra,EWS,no,3,1
37,194752,retired,male,Maharashtra,EWS,no,13,0
21,875686,unemployed,female,Maharashtra,General,no,24,0
49,587192,farmer,female,Maharashtra,ST,no,21,1
49,587192,farmer,female,Maharashtra,ST,no,22,1
28,306005,retired,female,Maharashtra,General,yes,5,0
28,306005,retired,female,Maharashtra,General,yes,7,0
28,306005,retired,female,Maharashtra,General,yes,16,0
28,306005,retired,female,Maharashtra,General,yes,27,1
69,269572,retired,female,Maharashtra,SC,yes,1,0
69,269572,retired,female,Maharashtra,SC,yes,5,0
69,269572,retired,female,Maharashtra,SC,yes,12,1
69,269572,retired,female,Maharashtra,SC,yes,14,1
69,269572,retired,female,Maharashtra,SC,yes,17,0
69,269572,retired,female,Maharashtra,SC,yes,25,0
69,269572,retired,female,Maharashtra,SC,yes,27,1
65,906214,farmer,male,Maharashtra,EWS,no,7,0
65,906214,farmer,male,Maharashtra,EWS,no,13,0
65,906214,farmer,male,Maharashtra,EWS,no,16,0
65,906214,farmer,male,Maharashtra,EWS,no,18,0
65,906214,farmer,male,Maharashtra,EWS,no,21,0
42,701214,salaried,male,Maharashtra,OBC,no,2,0
42,701214,salaried,male,Maharashtra,OBC,no,3,0
42,701214,salaried,male,Maharashtra,OBC,no,9,0
42,701214,salaried,male,Maharashtra,OBC,no,13,0
42,701214,salaried,male,Maharashtra,OBC,no,23,1
42,701214,salaried,male,Maharashtra,OBC,no,24,1
40,600509,self_employed,male,Maharashtra,ST,no,4,1
40,600509,self_employed,male,Maharashtra,ST,no,6,1
40,600509,self_employed,male,Maharashtra,ST,no,10,1
20,412975,salaried,female,Maharashtra,ST,no,8,1
20,412975,salaried,female,Maharashtra,ST,no,11,0
20,412975,salaried,female,Maharashtra,ST,no,15,0
20,412975,salaried,female,Maharashtra,ST,no,20,0
20,412975,salaried,female,Maharashtra,ST,no,23,1
59,181833,government_employee,male,Maharashtra,SC,no,3,1
59,181833,government_employee,male,Maharashtra,SC,no,5,0
59,181833,government_employee,male,Maharashtra,SC,no,7,0
59,181833,government_employee,male,Maharashtra,SC,no,23,1
59,181833,government_employee,male,Maharashtra,SC,no,24,1
19,804900,salaried,female,Maharashtra,EWS,yes,5,0
19,804900,salaried,female,Maharashtra,EWS,yes,15,0
19,804900,salaried,female,Maharashtra,EWS,yes,19,0
19,804900,salaried,female,Maharashtra,EWS,yes,23,1
27,589331,salaried,female,Maharashtra,General,yes,8,1
27,589331,salaried,female,Maharashtra,General,yes,12,0
27,589331,salaried,female,Maharashtra,General,yes,23,1
27,589331,salaried,female,Maharashtra,General,yes,26,0
70,328612,self_employed,female,Maharashtra,ST,no,7,0
70,328612,self_employed,female,Maharashtra,ST,no,8,1
36,918904,farmer,male,Maharashtra,OBC,no,11,0
56,661604,farmer,male,Maharashtra,General,no,2,0
56,661604,farmer,male,Maharashtra,General,no,7,0
56,661604,farmer,male,Maharashtra,General,no,12,0
56,661604,farmer,male,Maharashtra,General,no,22,1
60,346256,farmer,female,Maharashtra,OBC,no,2,1
60,346256,farmer,female,Maharashtra,OBC,no,5,0
60,346256,farmer,female,Maharashtra,OBC,no,7,0
60,346256,farmer,female,Maharashtra,OBC,no,10,0
60,346256,farmer,female,Maharashtra,OBC,no,11,0
60,346256,farmer,female,Maharashtra,OBC,no,21,1
60,346256,farmer,female,Maharashtra,OBC,no,22,1
60,346256,farmer,female,Maharashtra,OBC,no,24,0
42,482016,unemployed,female,Maharashtra,SC,yes,1,0
42,482016,unemployed,female,Maharashtra,SC,yes,5,0
42,482016,unemployed,female,Maharashtra,SC,yes,6,0
42,482016,unemployed,female,Maharashtra,SC,yes,10,1
42,482016,unemployed,female,Maharashtra,SC,yes,11,0
42,482016,unemployed,female,Maharashtra,SC,yes,13,0
42,482016,unemployed,female,Maharashtra,SC,yes,15,0
42,482016,unemployed,female,Maharashtra,SC,yes,27,1
23,362632,student,female,Maharashtra,ST,yes,6,0
23,362632,student,female,Maharashtra,ST,yes,11,1
23,362632,student,female,Maharashtra,ST,yes,15,1
23,362632,student,female,Maharashtra,ST,yes,18,1
23,362632,student,female,Maharashtra,ST,yes,20,1
23,362632,student,female,Maharashtra,ST,yes,22,0
23,362632,student,female,Maharashtra,ST,yes,23,0
23,362632,student,female,Maharashtra,ST,yes,27,1
23,362632,student,female,Maharashtra,ST,yes,28,0
51,956917,salaried,male,Maharashtra,ST,yes,3,0
51,956917,salaried,male,Maharashtra,ST,yes,15,0
51,956917,salaried,male,Maharashtra,ST,yes,23,1
51,956917,salaried,male,Maharashtra,ST,yes,24,1
51,956917,salaried,male,Maharashtra,ST,yes,26,0
66,841922,government_employee,male,Maharashtra,EWS,yes,4,0
66,841922,government_employee,male,Maharashtra,EWS,yes,5,0
66,841922,government_employee,male,Maharashtra,EWS,yes,13,0
66,841922,government_employee,male,Maharashtra,EWS,yes,14,0
66,841922,government_employee,male,Maharashtra,EWS,yes,16,0
66,841922,government_employee,male,Maharashtra,EWS,yes,19,0
66,841922,government_employee,male,Maharashtra,EWS,yes,21,0
66,841922,government_employee,male,Maharashtra,EWS,yes,25,0
45,33949,self_employed,female,Maharashtra,SC,no,1,1
45,33949,self_employed,female,Maharashtra,SC,no,2,0
45,33949,self_employed,female,Maharashtra,SC,no,3,1
45,33949,self_employed,female,Maharashtra,SC,no,4,1
45,33949,self_employed,female,Maharashtra,SC,no,5,0
45,33949,self_employed,female,Maharashtra,SC,no,7,1
45,33949,self_employed,female,Maharashtra,SC,no,8,1
45,33949,self_employed,female,Maharashtra,SC,no,10,1
45,33949,self_employed,female,Maharashtra,SC,no,13,1
45,33949,self_employed,female,Maharashtra,SC,no,23,0
45,33949,self_employed,female,Maharashtra,SC,no,24,0
45,33949,self_employed,female,Maharashtra,SC,no,28,1
25,112250,farmer,male,Maharashtra,OBC,no,2,1
25,112250,farmer,male,Maharashtra,OBC,no,3,1
25,112250,farmer,male,Maharashtra,OBC,no,13,0
25,112250,farmer,male,Maharashtra,OBC,no,16,0
25,112250,farmer,male,Maharashtra,OBC,no,17,0
25,112250,farmer,male,Maharashtra,OBC,no,18,0
25,112250,farmer,male,Maharashtra,OBC,no,21,1
25,112250,farmer,male,Maharashtra,OBC,no,22,1
23,656416,farmer,male,Maharashtra,EWS,no,3,0
23,656416,farmer,male,Maharashtra,EWS,no,21,0
23,656416,farmer,male,Maharashtra,EWS,no,22,1
23,656416,farmer,male,Maharashtra,EWS,no,26,0
23,656416,farmer,male,Maharashtra,EWS,no,27,0
59,429858,government_employee,female,Maharashtra,EWS,no,19,0
59,429858,government_employee,female,Maharashtra,EWS,no,20,0
59,429858,government_employee,female,Maharashtra,EWS,no,23,1
59,429858,government_employee,female,Maharashtra,EWS,no,24,1
22,924705,student,female,Maharashtra,EWS,no,4,0
22,924705,student,female,Maharashtra,EWS,no,18,0
22,924705,student,female,Maharashtra,EWS,no,21,0
27,438428,farmer,female,Maharashtra,ST,no,2,1
27,438428,farmer,female,Maharashtra,ST,no,21,1
27,438428,farmer,female,Maharashtra,ST,no,22,1
26,77958,government_employee,female,Maharashtra,EWS,no,3,1
26,77958,government_employee,female,Maharashtra,EWS,no,9,0
26,77958,government_employee,female,Maharashtra,EWS,no,13,1
26,77958,government_employee,female,Maharashtra,EWS,no,17,0
26,77958,government_employee,female,Maharashtra,EWS,no,22,0
26,77958,government_employee,female,Maharashtra,EWS,no,23,1
31,209167,unemployed,male,Maharashtra,EWS,yes,3,1
31,209167,unemployed,male,Maharashtra,EWS,yes,6,1
31,209167,unemployed,male,Maharashtra,EWS,yes,10,1
31,209167,unemployed,male,Maharashtra,EWS,yes,11,1
31,209167,unemployed,male,Maharashtra,EWS,yes,12,1
31,209167,unemployed,male,Maharashtra,EWS,yes,15,1
31,209167,unemployed,male,Maharashtra,EWS,yes,19,1
31,209167,unemployed,male,Maharashtra,EWS,yes,20,1
31,209167,unemployed,male,Maharashtra,EWS,yes,27,1
29,340471,unemployed,female,Maharashtra,ST,no,6,1
29,340471,unemployed,female,Maharashtra,ST,no,10,1
29,340471,unemployed,female,Maharashtra,ST,no,11,1
29,340471,unemployed,female,Maharashtra,ST,no,15,1
29,340471,unemployed,female,Maharashtra,ST,no,19,1
29,340471,unemployed,female,Maharashtra,ST,no,20,1
29,340471,unemployed,female,Maharashtra,ST,no,21,0
29,340471,unemployed,female,Maharashtra,ST,no,28,0
44,588830,business,male,Maharashtra,General,yes,1,0
44,588830,business,male,Maharashtra,General,yes,4,1
44,588830,business,male,Maharashtra,General,yes,8,0
67,513424,retired,female,Maharashtra,ST,no,14,1
67,513424,retired,female,Maharashtra,ST,no,17,0
67,513424,retired,female,Maharashtra,ST,no,22,0
19,494397,self_employed,male,Maharashtra,General,no,4,1
19,494397,self_employed,male,Maharashtra,General,no,6,1
19,494397,self_employed,male,Maharashtra,General,no,8,1
19,494397,self_employed,male,Maharashtra,General,no,10,1
19,494397,self_employed,male,Maharashtra,General,no,13,0
23,830421,student,female,Maharashtra,EWS,yes,6,0
23,830421,student,female,Maharashtra,EWS,yes,11,0
23,830421,student,female,Maharashtra,EWS,yes,21,0
23,830421,student,female,Maharashtra,EWS,yes,28,0
31,436964,government_employee,female,Maharashtra,EWS,yes,20,0
31,436964,government_employee,female,Maharashtra,EWS,yes,23,1
31,436964,government_employee,female,Maharashtra,EWS,yes,27,1
20,226337,self_employed,male,Maharashtra,EWS,no,1,1
20,226337,self_employed,male,Maharashtra,EWS,no,3,1
20,226337,self_employed,male,Maharashtra,EWS,no,4,1
20,226337,self_employed,male,Maharashtra,EWS,no,6,1
20,226337,self_employed,male,Maharashtra,EWS,no,7,0
20,226337,self_employed,male,Maharashtra,EWS,no,8,1
20,226337,self_employed,male,Maharashtra,EWS,no,10,1
20,226337,self_employed,male,Maharashtra,EWS,no,13,0
20,226337,self_employed,male,Maharashtra,EWS,no,16,0
20,226337,self_employed,male,Maharashtra,EWS,no,27,0
67,203088,business,male,Maharashtra,General,yes,1,0
67,203088,business,male,Maharashtra,General,yes,3,1
67,203088,business,male,Maharashtra,General,yes,12,1
67,203088,business,male,Maharashtra,General,yes,25,0
67,203088,business,male,Maharashtra,General,yes,27,1
47,865227,student,male,Maharashtra,OBC,yes,16,0
33,488290,business,female,Maharashtra,OBC,yes,1,0
33,488290,business,female,Maharashtra,OBC,yes,4,1
33,488290,business,female,Maharashtra,OBC,yes,7,0
33,488290,business,female,Maharashtra,OBC,yes,27,1
33,488290,business,female,Maharashtra,OBC,yes,28,1
57,608949,government_employee,female,Maharashtra,General,yes,1,0
57,608949,government_employee,female,Maharashtra,General,yes,13,0
57,608949,government_employee,female,Maharashtra,General,yes,23,1
57,608949,government_employee,female,Maharashtra,General,yes,24,1
33,220905,government_employee,male,Maharashtra,EWS,yes,3,1
33,220905,government_employee,male,Maharashtra,EWS,yes,11,0
33,220905,government_employee,male,Maharashtra,EWS,yes,12,1
33,220905,government_employee,male,Maharashtra,EWS,yes,23,1
33,220905,government_employee,male,Maharashtra,EWS,yes,25,0
33,220905,government_employee,male,Maharashtra,EWS,yes,27,1
51,457978,government_employee,female,Maharashtra,OBC,yes,23,1
51,457978,government_employee,female,Maharashtra,OBC,yes,24,1
51,457978,government_employee,female,Maharashtra,OBC,yes,27,1
51,457978,government_employee,female,Maharashtra,OBC,yes,28,0
62,814851,salaried,female,Maharashtra,General,yes,1,0
62,814851,salaried,female,Maharashtra,General,yes,3,0
62,814851,salaried,female,Maharashtra,General,yes,4,0
62,814851,salaried,female,Maharashtra,General,yes,5,0
61,365758,self_employed,male,Maharashtra,General,no,4,1
61,365758,self_employed,male,Maharashtra,General,no,8,1
61,365758,self_employed,male,Maharashtra,General,no,11,0
61,365758,self_employed,male,Maharashtra,General,no,27,0
20,865011,retired,female,Maharashtra,OBC,no,2,0
20,865011,retired,female,Maharashtra,OBC,no,14,0
20,865011,retired,female,Maharashtra,OBC,no,15,0
20,865011,retired,female,Maharashtra,OBC,no,26,0
20,865011,retired,female,Maharashtra,OBC,no,27,0
68,143939,self_employed,male,Maharashtra,General,yes,2,0
68,143939,self_employed,male,Maharashtra,General,yes,3,1
68,143939,self_employed,male,Maharashtra,General,yes,8,1
68,143939,self_employed,male,Maharashtra,General,yes,12,1
68,143939,self_employed,male,Maharashtra,General,yes,16,0
68,143939,self_employed,male,Maharashtra,General,yes,27,1
24,342247,salaried,female,Maharashtra,EWS,yes,2,0
24,342247,salaried,female,Maharashtra,EWS,yes,8,1
24,342247,salaried,female,Maharashtra,EWS,yes,14,0
24,342247,salaried,female,Maharashtra,EWS,yes,23,1
24,342247,salaried,female,Maharashtra,EWS,yes,24,0
24,342247,salaried,female,Maharashtra,EWS,yes,27,1
46,770271,farmer,male,Maharashtra,General,no,6,0
46,770271,farmer,male,Maharashtra,General,no,7,0
46,770271,farmer,male,Maharashtra,General,no,16,0
46,770271,farmer,male,Maharashtra,General,no,17,0
46,770271,farmer,male,Maharashtra,General,no,22,1
46,770271,farmer,male,Maharashtra,General,no,25,0
47,808042,business,male,Maharashtra,OBC,no,1,0
47,808042,business,male,Maharashtra,OBC,no,4,1
47,808042,business,male,Maharashtra,OBC,no,18,0
47,808042,business,male,Maharashtra,OBC,no,26,0
50,862796,government_employee,male,Maharashtra,OBC,yes,6,0
50,862796,government_employee,male,Maharashtra,OBC,yes,20,0
50,862796,government_employee,male,Maharashtra,OBC,yes,23,1
50,862796,government_employee,male,Maharashtra,OBC,yes,24,1
47,443686,unemployed,female,Maharashtra,EWS,no,4,0
47,443686,unemployed,female,Maharashtra,EWS,no,10,1
69,122120,student,male,Maharashtra,SC,yes,3,1
69,122120,student,male,Maharashtra,SC,yes,12,1
69,122120,student,male,Maharashtra,SC,yes,27,1
69,122120,student,male,Maharashtra,SC,yes,28,0
25,618406,business,female,Maharashtra,OBC,no,1,0
25,618406,business,female,Maharashtra,OBC,no,4,1
25,618406,business,female,Maharashtra,OBC,no,14,0
25,618406,business,female,Maharashtra,OBC,no,20,0
25,618406,business,female,Maharashtra,OBC,no,21,0
26,178038,self_employed,female,Maharashtra,SC,no,1,1
26,178038,self_employed,female,Maharashtra,SC,no,3,1
26,178038,self_employed,female,Maharashtra,SC,no,4,1
26,178038,self_employed,female,Maharashtra,SC,no,6,1
26,178038,self_employed,female,Maharashtra,SC,no,7,1
26,178038,self_employed,female,Maharashtra,SC,no,8,1
26,178038,self_employed,female,Maharashtra,SC,no,9,0
26,178038,self_employed,female,Maharashtra,SC,no,10,1
26,178038,self_employed,female,Maharashtra,SC,no,13,1
26,178038,self_employed,female,Maharashtra,SC,no,28,1
39,325824,self_employed,male,Maharashtra,OBC,no,4,1
39,325824,self_employed,male,Maharashtra,OBC,no,6,1
39,325824,self_employed,male,Maharashtra,OBC,no,8,1
39,325824,self_employed,male,Maharashtra,OBC,no,10,1
39,325824,self_employed,male,Maharashtra,OBC,no,14,0
39,325824,self_employed,male,Maharashtra,OBC,no,23,0
39,325824,self_employed,male,Maharashtra,OBC,no,28,0
28,398001,farmer,male,Maharashtra,ST,no,2,1
28,398001,farmer,male,Maharashtra,ST,no,21,1
28,398001,farmer,male,Maharashtra,ST,no,22,1
54,846443,unemployed,male,Maharashtra,OBC,no,9,0
54,846443,unemployed,male,Maharashtra,OBC,no,13,0
54,846443,unemployed,male,Maharashtra,OBC,no,15,0
54,846443,unemployed,male,Maharashtra,OBC,no,16,0
52,566894,salaried,male,Maharashtra,EWS,no,5,0
52,566894,salaried,male,Maharashtra,EWS,no,7,0
52,566894,salaried,male,Maharashtra,EWS,no,8,1
52,566894,salaried,male,Maharashtra,EWS,no,23,1
52,566894,salaried,male,Maharashtra,EWS,no,24,1
64,872761,farmer,male,Maharashtra,General,yes,5,0
64,872761,farmer,male,Maharashtra,General,yes,19,0
64,872761,farmer,male,Maharashtra,General,yes,23,0
55,967332,self_employed,female,Maharashtra,OBC,yes,3,0
55,967332,self_employed,female,Maharashtra,OBC,yes,4,1
25,292853,government_employee,female,Maharashtra,EWS,no,3,0
25,292853,government_employee,female,Maharashtra,EWS,no,9,0
25,292853,government_employee,female,Maharashtra,EWS,no,17,0
25,292853,government_employee,female,Maharashtra,EWS,no,18,0
25,292853,government_employee,female,Maharashtra,EWS,no,23,1
25,292853,government_employee,female,Maharashtra,EWS,no,24,0
54,91339,self_employed,male,Maharashtra,ST,no,1,1
54,91339,self_employed,male,Maharashtra,ST,no,2,0
54,91339,self_employed,male,Maharashtra,ST,no,3,1
54,91339,self_employed,male,Maharashtra,ST,no,4,1
54,91339,self_employed,male,Maharashtra,ST,no,8,1
54,91339,self_employed,male,Maharashtra,ST,no,11,0
54,91339,self_employed,male,Maharashtra,ST,no,14,0
31,746641,self_employed,female,Maharashtra,EWS,yes,4,1
31,746641,self_employed,female,Maharashtra,EWS,yes,5,0
31,746641,self_employed,female,Maharashtra,EWS,yes,6,1
31,746641,self_employed,female,Maharashtra,EWS,yes,10,1
31,746641,self_employed,female,Maharashtra,EWS,yes,21,0
31,746641,self_employed,female,Maharashtra,EWS,yes,25,0
44,601253,self_employed,male,Maharashtra,OBC,yes,2,0
44,601253,self_employed,male,Maharashtra,OBC,yes,4,1
44,601253,self_employed,male,Maharashtra,OBC,yes,10,1
44,601253,self_employed,male,Maharashtra,OBC,yes,15,0
44,601253,self_employed,male,Maharashtra,OBC,yes,25,0
34,160352,government_employee,female,Maharashtra,General,yes,3,1
34,160352,government_employee,female,Maharashtra,General,yes,12,1
34,160352,government_employee,female,Maharashtra,General,yes,15,0
34,160352,government_employee,female,Maharashtra,General,yes,23,1
34,160352,government_employee,female,Maharashtra,General,yes,27,1
22,554254,business,male,Maharashtra,ST,yes,3,0
22,554254,business,male,Maharashtra,ST,yes,4,1
22,554254,business,male,Maharashtra,ST,yes,6,0
22,554254,business,male,Maharashtra,ST,yes,15,0
